usuario_id,yeardone,study,privacy,dropout,device,net_id,school,grade,group,class_size,gender,yearbirth,age_assumed,siblings,left_hand,delavande__apple20,delavande__apple10,delavande__riceweek,delavande__ricemoth,delavande__sch0,delavande__bath100,delavande__uni,delavande__study,delavande_slider,socpref1,socpref2,socpref3,sp1,sp2,sp3,sp4,sp5,sp6,migrant,repeater,gpaN,moodalone,moodfun,moodgeneral,patienceN,cns_td,crtN,finN,riskyN,cns_risk,self_bullying,n_others_bullying,others_bullying,height,weight,obesity,outdegreef,indegreef,eigenvectorf,clusteringf,outdegreee,indegreee,eigenvectore,clusteringe,density_f,average_degree_f,density_e,average_degree_e,schooltype,schooltown,schoolprov,nsiblings,rankbrother,stage,stairsN
17002,2023,3100,1,0,2,118_2_2,118,2,1,31,1,2009,14,1,,3,10,50,82,99,98,50,87,1,A),B),A),,,,,,,1,0,.11111111,2,1,2,1,1,.33333334,0,.83333331,1,0,1,1,,,,0,3,2.67178319424e-17,.6666666666666666,0,14,0,.4175824175824176,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,1,2,.60000002
17003,2023,3100,1,0,2,118_2_2,118,2,1,31,1,2008,15,1,,97,1,90,36,4,3,79,100,1,B),B),A),,,,,,,1,1,.44444445,3,4,2,.66666669,0,.33333334,0,.83333331,1,1,0,0,,,,1,2,6.76006286878e-18,0,10,20,0,.3251231527093596,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,2,2,.60000002
17004,2023,3100,0,,,118_2_2,118,2,1,31,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,3,9.32974654433e-18,1,0,7,0,.5238095238095238,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,,,2,
17005,2023,3100,1,0,1,118_2_2,118,2,1,31,0,2009,14,1,,20,10,40,90,0,100,80,100,1,A),A),A),,,,,,,0,0,.77777779,3,4,3,.5,1,.66666669,.66666669,.83333331,1,0,5,1,,,,19,13,4.43202188566e-16,.5098814229249012,0,17,8.23977280068e-17,.1911764705882353,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,1,2,.60000002
17006,2023,3100,0,,,118_2_2,118,2,1,31,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,7,1.51442603969e-16,.7142857142857143,0,25,0,.3266666666666667,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,,,2,
17007,2023,3100,1,0,2,118_2_2,118,2,1,31,0,2009,14,1,,25,10,70,99,99,99,48,99,1,A),B),A),,,,,,,0,0,.11111111,3,2,2,.5,1,.66666669,.33333334,.5,1,0,0,0,,,,56,29,1.25982638097e-15,.335064935064935,8,4,3.25238919351e-17,.2,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,2,2,2,.60000002
17008,2023,3100,1,0,1,118_2_2,118,2,1,31,1,2008,15,1,,10,15,0,51,0,100,50,100,1,A),A),A),,,,,,,0,99,.11111111,1,4,3,.66666669,1,0,0,.5,0,0,3,1,,,,1,1,0,0,17,19,0,.2777777777777778,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,2,1,2,.60000002
17009,2023,3100,1,1,2,118_2_2,118,2,1,31,0,2009,14,1,,0,0,90,100,90,100,90,100,0,,,,,,,,,,0,0,.77777779,,,,.83333331,1,.33333334,0,.5,1,0,0,0,,,,18,20,7.30611258934e-16,.572463768115942,0,2,0,1,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,1,2,.60000002
17010,2023,3100,1,0,2,118_2_2,118,2,1,31,1,2009,14,1,,14,5,80,69,1,100,100,100,1,A),B),A),,,,,,,1,0,.77777779,2,2,2,.83333331,1,0,0,.66666669,0,0,0,0,,,,12,16,2.47360265481e-16,.4853801169590643,7,10,0,.375,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,1,2,.80000001
17011,2023,3100,1,0,2,118_2_2,118,2,1,31,0,2009,14,1,,80,10,80,100,1,100,95,100,1,A),B),A),,,,,,,,0,0,3,3,3,.83333331,1,1,.33333334,.5,1,0,1,1,,,,0,14,1.09046584884e-16,.5384615384615384,0,4,0,.3333333333333333,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,2,2,
17012,2023,3100,1,0,2,118_2_2,118,2,1,31,1,2009,14,1,,20,10,100,100,0,100,50,100,0,A),B),A),,,,,,,0,0,1,2,4,1,1,1,.66666669,.33333334,.83333331,1,0,0,0,,,,9,12,1.45338127483e-16,.5428571428571428,20,3,4.52607238347e-17,.3142857142857143,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,1,2,.60000002
17013,2023,3100,1,0,1,118_2_2,118,2,1,31,1,2009,14,1,,20,10,30,50,0,0,90,50,0,A),A),A),,,,,,,1,0,.44444445,1,2,1,0,1,.33333334,0,.83333331,0,0,1,1,,,,16,13,2.91467257554e-16,.4210526315789473,7,15,0,.3594771241830065,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,2,2,.80000001
17014,2023,3100,1,0,2,118_2_2,118,2,1,31,0,2009,14,1,,20,10,70,100,60,0,30,99,1,A),B),B),,,,,,,0,0,.66666669,3,3,2,.83333331,1,.33333334,.33333334,.66666669,1,0,1,1,,,,19,15,4.75495728960e-16,.4904761904761905,8,4,0,.3090909090909091,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,2,2,.40000001
17015,2023,3100,1,0,2,118_2_2,118,2,1,31,0,2009,14,1,,20,10,60,100,1,100,90,99,0,A),B),B),,,,,,,0,0,1,4,2,4,.5,1,1,.33333334,.33333334,1,0,0,0,,,,42,26,9.64404110480e-16,.3484848484848485,0,3,0,1,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,1,2,.60000002
17016,2023,3100,1,0,3,118_2_2,118,2,2,30,0,2009,14,1,,20,10,70,100,2,100,80,100,0,A),B),B),,,,,,,0,0,1,3,2,2,1,1,.66666669,.33333334,.66666669,1,0,0,0,,,,16,19,5.55868470070e-16,.46,6,8,0,.4242424242424243,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,1,2,.40000001
17017,2023,3100,1,0,2,118_2_2,118,2,2,30,1,2009,14,0,,20,10,65,100,0,100,99,100,0,A),A),A),,,,,,,0,0,.8888889,4,4,4,.83333331,1,.66666669,0,.5,1,0,0,0,,,,13,14,3.50551711651e-16,.5263157894736842,0,2,0,1,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,0,,2,.40000001
17018,2023,3100,1,0,1,118_2_2,118,2,2,30,1,2008,15,1,,24,38,100,100,50,13,73,98,1,A),B),B),,,,,,,1,99,.22222222,2,3,2,.5,0,.33333334,0,.66666669,1,0,0,0,,,,9,2,4.63424341656e-17,.2222222222222222,0,11,0,.2545454545454545,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,5,3,2,.60000002
17019,2023,3100,1,0,2,118_2_2,118,2,2,30,1,2009,14,1,,33,12,57,79,16,100,94,100,1,A),A),A),,,,,,,1,0,.77777779,2,4,4,.83333331,1,.66666669,.33333334,.66666669,1,0,0,0,,,,20,12,4.75083031958e-16,.5,11,4,0,.3846153846153846,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,2,1,2,.40000001
17020,2023,3100,1,0,2,118_2_2,118,2,2,30,1,2009,14,1,,20,10,90,100,10,100,70,100,1,B),A),B),,,,,,,0,0,.8888889,2,3,2,.66666669,0,.66666669,.33333334,.5,1,0,0,0,,,,12,10,2.59586414161e-16,.5256410256410257,30,14,4.64212552151e-18,.2840336134453781,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,2,2,.80000001
17021,2023,3100,1,0,2,118_2_2,118,2,2,30,1,2009,14,1,,5,5,85,100,2,100,75,98,0,B),A),B),,,,,,,0,0,.8888889,3,4,3,.16666667,0,.33333334,.66666669,.5,1,0,0,0,,,,14,24,4.22601729890e-16,.3799999999999999,14,3,0,.3428571428571429,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,2,2,2,.60000002
17022,2023,3100,1,0,2,118_2_2,118,2,2,30,0,2009,14,1,,41,29,50,50,62,47,35,61,1,,,,,,,,,,,0,0,3,4,3,0,1,0,0,.16666667,0,0,0,0,,,,0,13,1.80589329724e-16,.6923076923076924,0,1,7.01214819988e-18,0,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,2,2,
17023,2023,3100,1,0,3,118_2_2,118,2,2,30,1,2009,14,1,,84,88,85,67,4,100,50,95,1,A),A),B),,,,,,,1,0,0,1,3,3,.83333331,1,.66666669,0,.33333334,0,0,0,0,,,,2,6,7.32967070987e-17,.7333333333333333,0,6,0,.2666666666666667,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,3,1,2,.60000002
17024,2023,3100,1,0,0,118_2_2,118,2,2,30,0,2009,14,1,,54,43,74,64,4,4,6,5,0,B),A),B),,,,,,,0,0,.66666669,2,4,1,.66666669,1,0,0,.5,1,0,0,0,,,,8,12,2.40671134910e-16,.7435897435897436,0,3,0,.3333333333333333,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,1,2,.80000001
17025,2023,3100,1,0,2,118_2_2,118,2,2,30,0,2009,14,1,,20,10,65,100,35,100,50,100,1,A),A),B),,,,,,,0,0,.8888889,3,3,2,.16666667,1,.66666669,.66666669,.5,1,0,0,0,,,,16,15,4.57921714965e-16,.4031620553359684,5,14,0,.4095238095238095,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,2,1,2,.80000001
17026,2023,3100,1,0,2,118_2_2,118,2,2,30,0,2009,14,0,,67,50,29,100,0,94,0,76,1,A),A),A),,,,,,,0,0,0,0,2,1,.5,0,0,.33333334,.16666667,0,0,3,1,,,,12,10,3.14028026988e-16,.5882352941176471,3,16,0,.3594771241830065,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,0,,2,.60000002
17027,2023,3100,1,0,2,118_2_2,118,2,2,30,1,2009,14,1,,20,10,100,100,50,100,90,100,1,A),A),A),,,,,,,0,0,.8888889,0,2,2,1,1,.66666669,.66666669,.83333331,1,0,0,0,,,,34,29,6.66299309480e-16,.3377630121816169,21,3,0,.3188405797101449,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,3,4,2,.60000002
17028,2023,3100,1,0,2,118_2_2,118,2,2,30,0,2009,14,1,,50,50,50,50,50,50,50,50,1,B),A),B),,,,,,,1,0,0,2,3,2,0,1,.66666669,0,.66666669,1,0,0,0,,,,43,21,9.90472804430e-16,.4181818181818182,3,6,0,.5277777777777778,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,1,2,.60000002
17029,2023,3100,1,0,2,118_2_2,118,2,2,30,1,2009,14,0,,10,10,100,100,10,100,90,100,0,B),A),A),,,,,,,0,0,1,3,4,4,.66666669,1,.33333334,.66666669,.66666669,1,0,0,0,,,,26,16,5.08992968943e-16,.3747126436781609,0,4,0,.5,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,0,,2,.60000002
17030,2023,3100,1,0,2,118_2_2,118,2,2,30,1,2009,14,1,,20,10,20,50,5,100,80,100,1,A),A),A),,,,,,,0,0,1,2,2,4,.5,0,.66666669,.33333334,.66666669,1,0,0,0,,,,18,17,3.23244926696e-16,.4047619047619048,13,3,4.45063784375e-17,.2380952380952381,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,1,2,.40000001
17031,2023,3100,1,0,2,118_2_2,118,2,2,30,0,2009,14,1,,50,7,3,20,0,30,0,100,0,B),A),B),,,,,,,0,0,0,4,3,1,.33333334,1,.33333334,.33333334,.66666669,1,0,0,0,,,,17,21,5.71103867721e-16,.4682539682539683,3,6,0,.5,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,1,2,.60000002
17032,2023,3100,1,0,2,118_2_2,118,2,2,30,0,2009,14,1,,90,10,100,100,1,100,47,98,1,A),B),A),,,,,,,0,0,0,2,3,2,0,1,.33333334,0,.66666669,1,0,0,0,,,,7,25,4.91590912032e-16,.4276923076923076,24,3,1.41584828406e-17,.2666666666666667,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,2,2,.60000002
17033,2023,3100,1,0,2,118_2_2,118,2,2,30,0,2009,14,0,,15,50,20,76,23,88,82,12,1,A),B),A),,,,,,,1,0,.77777779,4,4,2,.33333334,0,1,.33333334,.83333331,1,0,0,0,,,,1,12,1.61381723430e-16,.5641025641025641,0,3,0,.3333333333333333,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,0,,2,.60000002
17034,2023,3100,1,0,2,118_2_2,118,2,2,30,0,2009,14,1,,25,11,14,3,5,3,100,100,0,A),A),A),,,,,,,1,0,.33333334,3,3,3,1,1,.66666669,.33333334,.33333334,0,0,0,0,,,,15,27,6.05907981543e-16,.4637096774193548,3,8,0,.4363636363636363,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,2,2,.60000002
17035,2023,3100,1,0,1,118_2_2,118,2,2,30,1,2009,14,1,,20,10,50,50,0,100,30,50,1,A),B),B),,,,,,,0,0,.8888889,1,4,3,.83333331,1,.66666669,.33333334,.66666669,1,0,1,1,,,,10,11,2.38882781235e-16,.6043956043956044,31,22,1.77677354336e-16,.2384615384615385,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,2,2,.60000002
17036,2023,3100,1,0,2,118_2_2,118,2,2,30,0,,14,0,,20,10,50,50,50,50,50,100,0,A),B),A),,,,,,,1,1,.11111111,4,2,2,.83333331,1,0,.66666669,.33333334,1,0,0,0,,,,9,11,2.13536307038e-16,.6043956043956044,0,0,4.17157538639e-17,0,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,0,,2,.60000002
17037,2023,3100,1,0,2,118_2_2,118,2,2,30,0,2009,14,1,,25,10,50,100,1,0,21,99,1,A),B),A),,,,,,,0,0,.11111111,3,3,3,0,1,.33333334,0,.5,1,0,0,0,,,,19,17,6.11823305237e-16,.54,1,8,0,.4642857142857143,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,2,2,.60000002
17038,2023,3100,1,0,2,118_2_2,118,2,2,30,1,2009,14,1,,20,10,27,35,20,100,100,100,1,A),A),B),,,,,,,0,0,1,3,3,3,.83333331,1,.33333334,.33333334,.5,1,0,0,0,,,,10,17,2.32245237789e-16,.5032679738562091,6,5,0,.3636363636363636,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,1,2,.60000002
17039,2023,3100,1,0,2,118_2_2,118,2,2,30,1,2009,14,1,,10,10,40,100,50,0,50,100,0,A),A),B),,,,,,,0,0,0,2,3,1,.66666669,1,.66666669,.66666669,.66666669,1,0,0,0,,,,15,19,3.98906043701e-16,.4578947368421052,10,5,0,.4102564102564103,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,2,2,.40000001
17040,2023,3100,1,0,2,118_2_2,118,2,2,30,0,2009,14,1,,90,95,70,100,0,100,90,100,1,A),B),A),,,,,,,0,0,.8888889,4,4,3,.83333331,1,1,.33333334,.5,1,0,0,0,,,,11,13,2.63042751552e-16,.6838235294117647,0,0,4.17157538639e-17,0,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,1,2,1
17041,2023,3100,1,0,1,118_2_2,118,2,2,30,0,2009,14,1,,80,10,99,100,0,100,50,100,0,A),A),B),,,,,,,1,0,0,3,3,2,.16666667,0,.33333334,.33333334,.5,0,0,1,1,,,,0,20,3.08903705882e-16,.4473684210526316,3,17,2.34427338836e-17,.2631578947368421,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,4,5,2,.40000001
17042,2023,3100,1,0,2,118_2_2,118,2,2,30,99,2009,14,1,,100,36,50,30,70,50,35,90,0,A),B),A),,,,,,,0,0,.11111111,3,4,4,.66666669,0,.33333334,0,.66666669,0,0,0,0,,,,8,17,2.90745037800e-16,.5686274509803921,81,3,6.06493699386e-16,.1719135802469136,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,2,2,.40000001
17043,2023,3100,1,0,2,118_2_2,118,2,2,30,0,2009,14,0,,20,10,65,98,0,98,90,99,1,A),B),B),,,,,,,0,0,.77777779,2,2,3,.83333331,1,.33333334,.33333334,.5,1,0,0,0,,,,15,15,2.83522840268e-16,.5047619047619047,6,9,1.64795456014e-17,.2424242424242424,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,0,,2,.60000002
17044,2023,3100,1,1,1,118_2_2,118,2,2,30,0,2009,14,1,,,,,,,,,,,,,,,,,,,,0,0,.8888889,,,,,,,,,,0,0,0,,,,19,11,3.91408714834e-16,.5238095238095238,5,2,0,.1428571428571428,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,2,2,.60000002
17045,2023,3100,1,0,2,118_2_2,118,2,2,30,0,2009,14,1,,1,1,1,1,11,1,1,1,0,A),A),A),,,,,,,0,0,.33333334,3,3,3,.16666667,0,.33333334,0,.33333334,1,0,2,1,,,,16,11,3.91993368920e-16,.5052631578947369,10,5,0,.2747252747252747,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,1,2,.60000002
17046,2023,3100,1,0,2,118_2_2,118,2,3,31,1,2009,14,1,,50,0,100,100,20,100,50,100,0,A),A),B),,,,,,,1,0,.77777779,2,3,2,.16666667,1,.66666669,.33333334,.83333331,1,0,0,0,,,,20,22,5.91394803645e-16,.4472934472934473,15,4,0,.4558823529411765,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,5,2,2,.60000002
17047,2023,3100,1,0,2,118_2_2,118,2,3,31,0,2009,14,1,,76,35,50,50,50,50,50,50,1,B),A),A),,,,,,,0,0,.11111111,0,0,0,.5,1,.66666669,.33333334,.66666669,1,0,1,1,,,,34,24,9.56012604776e-16,.4822190611664295,8,8,0,.4945054945054945,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,1,2,.60000002
17048,2023,3100,1,0,2,118_2_2,118,2,3,31,0,2009,14,0,,10,1,30,50,1,0,70,100,0,A),A),A),,,,,,,1,0,.44444445,2,4,3,0,1,.33333334,.66666669,.5,1,0,0,0,,,,45,28,1.17398540458e-15,.4309178743961353,3,2,0,.7,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,0,,2,.60000002
17049,2023,3100,1,0,2,118_2_2,118,2,3,31,0,2009,14,1,,8,9,90,3,1,7,8,90,0,A),B),A),,,,,,,1,0,0,2,2,1,1,1,.33333334,0,.33333334,0,0,0,0,,,,16,21,5.57897563662e-16,.5042735042735043,3,6,0,.5555555555555556,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,1,2,.40000001
17050,2023,3100,1,0,2,118_2_2,118,2,3,31,0,2009,14,1,,50,100,5,10,100,40,4,4,0,A),A),A),,,,,,,0,0,.11111111,3,3,2,.83333331,0,0,0,.5,0,0,3,1,,,,28,14,6.78129956866e-16,.4375,11,19,3.93420137948e-17,.2564102564102564,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,1,2,.60000002
17051,2023,3100,0,,,118_2_2,118,2,3,31,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,0,6,5.24984977765e-17,.2666666666666667,0,22,0,.316017316017316,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,,,2,
17052,2023,3100,1,1,2,118_2_2,118,2,3,31,0,2009,14,1,,,,,,,,,,,,,,,,,,,,0,0,.8888889,,,,,,,,,,0,0,0,,,,16,31,6.59077111948e-16,.3787878787878788,12,4,0,.3406593406593407,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,2,3,2,.60000002
17053,2023,3100,1,0,1,118_2_2,118,2,3,31,0,2009,14,1,,10,10,80,100,10,100,20,100,1,A),A),A),,,,,,,1,0,.22222222,2,3,1,.16666667,0,0,.33333334,.66666669,1,1,1,1,,,,32,29,9.30012693660e-16,.4619047619047619,10,9,0,.45,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,0,2,.40000001
17054,2023,3100,1,0,2,118_2_2,118,2,3,31,1,2009,14,1,,20,10,100,100,100,100,98,100,0,A),A),A),,,,,,,1,0,.44444445,4,4,1,.83333331,1,.66666669,.33333334,.5,1,0,0,0,,,,14,20,5.35164837144e-16,.5800865800865801,8,5,0,.4743589743589744,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,2,2,2,.60000002
17055,2023,3100,1,0,2,118_2_2,118,2,3,31,0,2009,14,1,,20,10,100,100,0,0,45,100,0,A),B),A),,,,,,,0,0,.77777779,3,4,3,.5,1,.66666669,.33333334,.66666669,1,0,0,0,,,,15,23,7.18092783212e-16,.6153846153846154,12,3,0,.3846153846153846,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,2,2,.60000002
17056,2023,3100,1,0,2,118_2_2,118,2,3,31,1,2009,14,1,,25,11,70,100,15,100,100,100,1,A),A),A),,,,,,,0,0,1,2,2,2,1,1,.33333334,.66666669,.5,1,0,0,0,,,,14,15,3.55366510006e-16,.4894736842105263,22,4,9.87612204702e-17,.2523076923076923,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,1,2,.60000002
17057,2023,3100,1,0,2,118_2_2,118,2,3,31,1,2009,14,1,,30,10,30,60,0,90,80,100,0,B),A),B),,,,,,,0,0,.33333334,2,3,2,.33333334,0,.33333334,.66666669,.5,1,0,0,0,,,,32,15,6.59764940284e-16,.3966386554621849,8,9,0,.419047619047619,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,2,2,.60000002
17058,2023,3100,1,0,2,118_2_2,118,2,3,31,1,2009,14,1,,20,10,60,66,5,100,50,100,1,A),A),A),,,,,,,0,0,.8888889,2,2,2,1,1,.66666669,.33333334,1,0,0,1,1,,,,35,20,7.53515942537e-16,.388235294117647,8,19,0,.3804347826086957,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,1,2,.40000001
17059,2023,3100,1,0,2,118_2_2,118,2,3,31,1,2009,14,0,,20,10,30,100,98,100,99,100,0,A),B),A),,,,,,,0,0,1,4,4,1,.83333331,1,.66666669,.33333334,.5,1,0,0,0,,,,18,9,4.39212784214e-16,.6470588235294118,14,20,0,.2849002849002849,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,0,,2,.60000002
17060,2023,3100,1,1,2,118_2_2,118,2,3,31,0,2009,14,1,,,,,,,,,,,,,,,,,,,,0,0,.44444445,,,,,,,,,,0,0,0,,,,30,19,8.58891243675e-16,.5282258064516129,15,3,0,.4052287581699346,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,1,2,.60000002
17061,2023,3100,0,,,118_2_2,118,2,3,31,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,22,3.30157601477e-16,.5367965367965368,0,10,0,.6888888888888889,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,,,2,
17062,2023,3100,1,0,2,118_2_2,118,2,3,31,0,2009,14,0,,20,10,50,91,50,0,50,50,1,A),B),A),,,,,,,1,0,.11111111,4,4,2,.16666667,0,.66666669,0,.5,1,0,0,0,,,,14,14,5.66804940618e-16,.584795321637427,3,25,5.37906294805e-17,.2153846153846154,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,0,,2,.40000001
17063,2023,3100,1,0,1,118_2_2,118,2,3,31,1,2009,14,1,,20,10,60,100,5,100,70,95,0,A),B),A),,,,,,,0,0,.77777779,3,3,3,.66666669,1,.33333334,.33333334,.66666669,0,0,0,0,,,,14,21,5.68730859960e-16,.5757575757575758,1,13,2.45452386950e-17,.2857142857142857,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,2,2,.2
17064,2023,3100,1,0,2,118_2_2,118,2,3,31,0,2009,14,1,,10,1,50,70,1,0,80,100,0,A),A),A),,,,,,,1,0,.11111111,4,4,3,.33333334,1,.33333334,.33333334,.5,1,0,0,0,,,,12,24,6.99658983796e-16,.6231884057971014,3,3,0,.5333333333333333,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,2,2,.60000002
17065,2023,3100,1,0,1,118_2_2,118,2,3,31,1,2009,14,1,,0,0,80,90,0,100,90,100,0,A),A),A),,,,,,,0,0,.77777779,2,3,3,.16666667,0,.33333334,.33333334,.5,1,0,0,0,,,,19,13,3.79921981616e-16,.431578947368421,15,7,0,.3666666666666666,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,1,2,.60000002
17066,2023,3100,1,0,1,118_2_2,118,2,3,31,1,,14,1,,51,62,90,75,50,50,49,69,1,A),A),B),,,,,,,1,0,0,1,2,2,.66666669,1,0,0,.66666669,0,0,1,1,,,,0,4,3.34327560766e-17,.5,0,26,0,.2738461538461539,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,8,1,2,
17067,2023,3100,1,0,2,118_2_2,118,2,3,31,0,2009,14,1,,20,10,90,99,95,100,80,100,0,A),B),A),,,,,,,0,0,.8888889,3,3,3,1,1,1,.33333334,.16666667,1,0,0,0,,,,6,21,5.05381870177e-16,.6619047619047619,5,7,0,.5,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,2,2,.60000002
17068,2023,3100,1,0,1,118_2_2,118,2,3,31,0,2009,14,1,,50,50,50,50,50,50,50,50,1,A),B),A),,,,,,,1,0,.33333334,2,4,3,0,1,0,.33333334,.83333331,1,0,0,0,,,,22,25,8.05103067768e-16,.4339339339339339,2,8,0,.5,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,2,2,2,.80000001
17069,2023,3100,1,0,1,118_2_2,118,2,3,31,1,2009,14,1,,0,0,90,100,10,0,90,100,0,B),A),B),,,,,,,0,0,1,2,3,4,.83333331,1,.33333334,.33333334,.5,1,0,0,0,,,,14,20,4.60501071226e-16,.4782608695652174,12,9,0,.3105263157894737,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,2,2,.80000001
17070,2023,3100,1,0,2,118_2_2,118,2,3,31,0,2009,14,1,,20,10,76,70,100,100,0,71,1,B),B),B),,,,,,,1,0,.77777779,4,4,3,.16666667,1,0,0,.66666669,1,0,0,0,,,,29,30,9.62959670974e-16,.4941176470588236,1,7,0,.5,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,2,2,.60000002
17071,2023,3100,1,0,2,118_2_2,118,2,3,31,0,2009,14,1,,10,10,70,100,90,80,80,100,0,A),B),A),,,,,,,0,0,.77777779,4,4,3,.5,0,.33333334,.66666669,.83333331,1,0,0,0,,,,45,25,1.21326040259e-15,.4077294685990339,11,2,0,.2307692307692308,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,1,2,.80000001
17072,2023,3100,1,0,2,118_2_2,118,2,3,31,1,2008,15,1,,20,10,100,100,0,100,90,90,1,A),A),B),,,,,,,1,99,1,4,4,4,0,1,.66666669,.66666669,.66666669,1,0,0,0,,,,23,10,3.97083298609e-16,.3280632411067194,5,21,0,.2952380952380952,.179526994744386,32.67391304347826,.0947204968944099,17.23913043478261,1,12,6,1,2,2,.60000002
