usuario_id,net_id,yeardone,privacy,dropout,study,school,schooltype,schoolprov,schooltown,stage,grade,group,class_size,gender,female,yearbirth,age,siblings,nsiblings,nsister,nbrother,ranksib,migrant,stairs10,stairs5,stairsN,nmark10_text,nmark8_text,gpa,gpaN,repeater,optional,moodalone,moodfun,moodgeneral,happyN,height,weight,obesity,uniwant,world,abroad,willwork,wish_slider,good1,good2,good3,like1,like2,like3,goodbeforelike,money1,money2,money3,money4,money5,money6,patienceN,cns_td,tpc1,tpc11,tpc111,tpc112,tpc22,tpc221,tpc222,patienceC,prob1,prob2,prob3,prob4,prob5,prob6,riskyN,cns_risk,hlbeforetd,newdesignhl,sp1_v1,sp2_v1,sp3_v1,sp1_v2,sp2_v2,sp3_v2,sp4_v2,sp5_v2,sp6_v2,sp_version,sp_randomized,delavande__apple20,delavande__apple10,delavande__riceweek,delavande__ricemoth,delavande__sch0,delavande__bath100,delavande__uni,delavande__study,delavande_slider,delavande_total,crt1,crt2,crt3,crtN,fin1,fin2,fin3,finN,st_cards1,st_cards2,st_cards3,st_cards4,st_cards1_ne,st_cards2_ne,st_cards3_ne,st_cards4_ne,st_buttons_game1,st_buttons_game2,st_buttons_argument1,st_buttons_argument2,st_buttons_maxp,st_buttons_minr,st_buttons_randomnised,st_buttons_changedcolor,st_buttons_game1_rival,st_buttons_game2_rival,st_buttons_argument1_rival,st_buttons_argument2_rival,st_piggy_belief15,st_piggy_belief0,st_piggy_belief_position_15,st_piggy_belief_position_0,st_piggy_0_sec,st_piggy_15_sec,st_piggy_position_0,st_piggy_position_15,st_piggy_15_distance_ne,st_piggy_0_distance_ne,honesty,honest_pictures,honest_numbers,treatment_numbers,creativityf,brick,rope,ropeuse,rope_order,left_hand,device,covid1,covid2,covid3,covid4,ftr1,ftr2,ftr3,ftr_short,clima1,clima2,clima3,clima4,clima5,clima6,clima7,clima8,clima9,clima10,clima11,clima12,clima13
4753,2_2_4,2022,1,0,478,2,1,1,1,2,4,4,30,1,0,2006,16,1,1,,,1,0,3,,.30000001,Otra,Matemáticas | Otra,1,.11111111,,Alternativa/Valores éticos | Otra,3,4,4,.91666669,,,8,,,,,,,,,,,,,0,0,1,1,1,1,.66666669,1,,,,,,,,,0,0,0,1,1,1,.5,1,0,0,0,1,0,,,,,,,1,0,20,90,80,100,0,100,50,,,2,1,0,1,.66666669,1,0,1,.66666669,4,1,5,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,5,Construir un muro ; construir una casa ; hacer escaleras ; usarlo de apoyo ; hacer una decoración,,,,0,2,,,,,,,,,,,,,,,,,,,,,
4754,2_2_4,2022,1,0,478,2,1,1,1,2,4,4,30,1,0,2006,16,0,0,,,,99,1,,.1,Lengua Castellana y Literatura | Matemáticas | Otra,Inglés | Otra,8,.8888889,,Religión,4,4,4,1,,,,,,,,,,,,,,,,1,1,1,1,0,1,.83333331,0,,,,,,,,,1,0,0,1,1,1,.66666669,0,0,0,1,0,1,,,,,,,1,0,20,10,0,0,10,100,0,,,3,1,1,1,1,1,1,1,1,1,2,4,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,19,construcción ; escalera ; apoyador ; para Saltar ; para romperlo en la cabeza al presidente ; al vicepresidente ; a los diputados ; a los de derechas ; los de izquierdas ; los de centro ; para golpear sujetos por la calle ; para romper yunkes ; para reparar la tele ; para construir el muro de Berlín ; para darselo de comer al perro  ; gato ; a la tortuga ; a la marmota ; al leon no porque no come seres vivos sino animales que mata asi que con este utensilio Podemos ayudarle,,,,1,2,,,,,,,,,,,,,,,,,,,,,
4755,2_2_4,2022,0,,478,2,1,1,1,2,4,4,30,2,1,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,
4756,2_2_4,2022,1,0,478,2,1,1,1,2,4,4,30,2,1,2006,16,1,1,,,2,0,7,,.69999999,Otra,Inglés | Lengua Castellana y Literatura,3,.33333334,,"Segunda lengua extranjera (Francés, Chino, etc)",4,3,4,.91666669,160,61,5,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,0,0,1,1,1,1,.66666669,1,0,0,0,1,0,,,,,,,1,0,10,10,50,65,15,100,99,,,2,1,0,0,.33333334,1,0,1,.66666669,3,4,3,5,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,4,"Construcción, viviendas, partes de la casa, monumentos",,,,0,2,,,,,,,,,,,,,,,,,,,,,
4757,2_2_4,2022,0,,478,2,1,1,1,2,4,4,30,1,0,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,
4758,2_2_4,2022,1,0,478,2,1,1,1,2,4,4,30,2,1,2006,16,0,0,,,,1,1,,.1,Inglés | Lengua Castellana y Literatura | Matemáticas | Otra,Otra,9,1,,"Segunda lengua extranjera (Francés, Chino, etc) | Alternativa/Valores éticos",0,2,4,.5,148,38,2,,,,,,,,,,,,,0,1,1,1,1,1,.83333331,1,,,,,,,,,0,0,0,1,1,1,.5,1,0,0,0,1,1,,,,,,,1,0,25,10,20,100,100,100,90,,,2,1,0,0,.33333334,1,0,1,.66666669,3,3,3,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,5,Construir; alcanzar algo si no llegas; darle a alguien si te cae mal; tapar algún boquete o agujero mientras no lo arregles; romperlo y hacer figuritas con los trozos,,,,0,2,,,,,,,,,,,,,,,,,,,,,
4759,2_2_4,2022,1,0,478,2,1,1,1,2,4,4,30,2,1,2006,16,1,1,,,2,0,5,,.5,Otra,Otra,0,0,,Religión | Otra,2,4,3,.75,152,42,3,,,,,,,,,,,,,0,1,1,1,1,1,.83333331,1,,,,,,,,,0,1,1,1,1,1,.83333331,1,0,0,0,0,1,,,,,,,1,0,85,10,99,100,85,0,0,,,2,1,0,1,.66666669,0,0,0,0,5,4,3,5,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,3,"Para una casa, un piso, una muralla..",,,,0,2,,,,,,,,,,,,,,,,,,,,,
4760,2_2_4,2022,0,,478,2,1,1,1,2,4,4,30,2,1,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,
4761,2_2_4,2022,1,0,478,2,1,1,1,2,4,4,30,2,1,2006,16,1,1,,,1,0,6,,.60000002,Otra,Otra,0,0,,"Segunda lengua extranjera (Francés, Chino, etc) | Religión",4,4,4,1,160,60,3,,,,,,,,,,,,,0,0,1,1,1,1,.66666669,1,,,,,,,,,1,0,0,0,1,1,.5,0,0,0,0,0,0,,,,,,,1,0,20,10,14,3,0,100,65,,,2,0,0,0,0,1,0,1,.66666669,3,3,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,2,"Nada, porque con uno solo no podría hacer mucho, pero con varios podría construir.",,,,0,2,,,,,,,,,,,,,,,,,,,,,
4762,2_2_4,2022,1,0,478,2,1,1,1,2,4,4,30,2,1,2006,16,1,1,,,2,0,4,,.40000001,Otra,Inglés | Lengua Castellana y Literatura | Otra,3,.33333334,,"Segunda lengua extranjera (Francés, Chino, etc)",3,4,3,.83333331,,,5,,,,,,,,,,,,,0,0,0,1,1,1,.5,1,,,,,,,,,0,0,1,1,1,1,.66666669,1,0,0,0,1,0,,,,,,,1,0,50,90,50,100,1,100,80,,,2,0,0,0,0,0,0,0,0,4,2,4,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,2,,,4,Para construir una casa; construir un muro; sentarse en el; romper cristales,,,,0,2,,,,,,,,,,,,,,,,,,,,,
4763,2_2_4,2022,1,0,478,2,1,1,1,2,4,4,30,2,1,2006,16,1,1,,,2,0,5,,.5,,Matemáticas | Otra,1,.11111111,,Religión,4,3,3,.83333331,166,60,4,,,,,,,,,,,,,0,0,0,0,1,1,.33333334,1,,,,,,,,,0,0,1,1,1,1,.66666669,1,0,0,0,0,0,,,,,,,1,0,20,10,80,100,0,100,50,,,3,0,0,0,0,1,0,1,.66666669,5,4,5,5,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,9,Casa; piscina; cuarto; fuente; estanque; maceta para plantas; camino; instituto; caseta,,,,0,2,,,,,,,,,,,,,,,,,,,,,
4764,2_2_4,2022,1,0,478,2,1,1,1,2,4,5,29,1,0,2006,16,1,1,,,2,0,6,,.60000002,Matemáticas,Inglés | Lengua Castellana y Literatura | Matemáticas | Otra,7,.77777779,,"Segunda lengua extranjera (Francés, Chino, etc) | Religión",4,4,4,1,175,55,3,,,,,,,,,,,,,0,1,1,1,1,1,.83333331,1,,,,,,,,,0,0,1,1,1,1,.66666669,1,0,0,0,1,1,,,,,,,1,0,20,10,80,100,1,100,75,,,3,1,0,1,.66666669,1,0,1,.66666669,4,4,5,5,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,4,"Construir cosas (objetos, casas, edificios)",,,,1,2,,,,,,,,,,,,,,,,,,,,,
4765,2_2_4,2022,1,0,478,2,1,1,1,2,4,5,29,1,0,2006,16,1,1,,,2,0,5,,.5,Otra,Inglés | Matemáticas | Otra,3,.33333334,,"Segunda lengua extranjera (Francés, Chino, etc) | Religión | Otra",4,4,4,1,168,49,2,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,0,0,1,1,1,1,.66666669,1,0,0,0,1,0,,,,,,,1,0,20,10,100,100,1,100,90,,,3,1,0,0,.33333334,1,0,1,.66666669,5,2,4,5,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,3,"Tirarlo a algún sitio, utilizarlo para construir culaquier estructura, y para utilizarlo para romper algo",,,,0,3,,,,,,,,,,,,,,,,,,,,,
4766,2_2_4,2022,1,0,478,2,1,1,1,2,4,5,29,2,1,2006,16,1,1,,,2,0,6,,.60000002,Matemáticas,Inglés | Lengua Castellana y Literatura,7,.77777779,,"Segunda lengua extranjera (Francés, Chino, etc)",2,3,3,.66666669,168,56,5,,,,,,,,,,,,,0,1,1,1,1,1,.83333331,1,,,,,,,,,0,0,0,0,1,1,.33333334,1,0,0,0,1,0,,,,,,,1,0,25,10,25,100,5,90,85,,,3,1,0,1,.66666669,0,0,0,0,1,2,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,4,una casa; para apoyar algo; para meter bolígrafos en los huecos; para ponerlo encima de algo y que haga peso,,,,0,3,,,,,,,,,,,,,,,,,,,,,
4767,2_2_4,2022,1,0,478,2,1,1,1,2,4,5,29,1,0,2006,16,1,1,,,2,0,7,,.69999999,Otra,Inglés | Lengua Castellana y Literatura | Matemáticas | Otra,6,.66666669,,"Segunda lengua extranjera (Francés, Chino, etc) | Alternativa/Valores éticos | Otra",2,4,4,.83333331,174,55,2,,,,,,,,,,,,,1,1,0,0,0,1,.5,0,,,,,,,,,0,0,1,1,1,1,.66666669,1,0,0,0,0,0,,,,,,,1,0,20,10,100,100,1,100,85,,,3,1,0,1,.66666669,1,0,1,.66666669,2,5,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,3,"Hacer un muro, partir algo duro, abrir algo",,,,0,2,,,,,,,,,,,,,,,,,,,,,
4768,2_2_4,2022,1,0,478,2,1,1,1,2,4,5,29,2,1,2006,16,1,2,,,2,0,6,,.60000002,,,0,0,,Otra,1,1,0,.16666667,,36,6,,,,,,,,,,,,,0,1,1,1,1,1,.83333331,1,,,,,,,,,0,0,1,1,1,1,.66666669,1,0,0,0,1,0,,,,,,,1,0,4,4,97,100,100,100,97,,,1,1,0,1,.66666669,1,0,1,.66666669,3,4,3,4,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,Poner una planta encima;,,,,0,2,,,,,,,,,,,,,,,,,,,,,
4769,2_2_4,2022,1,0,478,2,1,1,1,2,4,5,29,2,1,2006,16,1,1,,,2,0,6,,.60000002,Matemáticas,Inglés | Lengua Castellana y Literatura,7,.77777779,,"Segunda lengua extranjera (Francés, Chino, etc)",3,3,3,.75,175,56,5,,,,,,,,,,,,,0,0,1,1,1,1,.66666669,1,,,,,,,,,0,0,0,1,1,1,.5,1,0,0,0,0,0,,,,,,,1,0,25,10,50,85,10,100,80,,,3,1,1,1,1,1,0,1,.66666669,4,4,3,5,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,7,Construir un edificio; hacer una piscina; un muro; una escalera; trampa para ratones; decoración; almacenamiento.,,,,0,2,,,,,,,,,,,,,,,,,,,,,
4770,2_2_4,2022,1,0,478,2,1,1,1,2,4,5,29,2,1,2006,16,1,1,,,1,0,5,,.5,Matemáticas | Otra,Inglés | Lengua Castellana y Literatura,7,.77777779,,"Segunda lengua extranjera (Francés, Chino, etc) | Religión | Otra",2,2,4,.66666669,160,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,1,1,0,0,0,0,.33333334,0,0,0,0,0,0,,,,,,,1,0,20,10,50,90,0,100,98,,,3,1,0,1,.66666669,1,0,1,.66666669,2,4,5,3,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,construir algo;,,,,0,2,,,,,,,,,,,,,,,,,,,,,
4771,2_2_4,2022,1,0,478,2,1,1,1,2,4,5,29,1,0,2006,16,1,2,,,2,0,5,,.5,Inglés | Otra,Lengua Castellana y Literatura | Matemáticas | Otra,7,.77777779,,"Segunda lengua extranjera (Francés, Chino, etc) | Alternativa/Valores éticos | Otra",4,4,3,.91666669,170,69,3,,,,,,,,,,,,,0,0,1,1,1,1,.66666669,1,,,,,,,,,0,0,1,1,1,1,.66666669,1,0,0,0,0,1,,,,,,,1,0,12,12,100,100,10,100,80,,,2,0,0,1,.33333334,1,0,0,.33333334,4,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,4,,,11,"Partirlo y construir algo;usarlo de contrapeso;para apoya algo;para partir algo;psra comprobar la eficacia de una erramienta;para partirlo y usar un otro o para cortar algo; para arreglar algo usando un trozo, para aplastar algo; para evitar que el viento se lleve algo; para defenderme; para practicar carpintería;",,,,0,3,,,,,,,,,,,,,,,,,,,,,
4772,2_2_4,2022,1,0,478,2,1,1,1,2,4,5,29,1,0,2006,16,1,3,,,1,0,6,,.60000002,Matemáticas | Otra,Lengua Castellana y Literatura | Otra,4,.44444445,,"Segunda lengua extranjera (Francés, Chino, etc) | Religión",4,4,3,.91666669,185,58,5,,,,,,,,,,,,,0,1,1,1,1,1,.83333331,1,,,,,,,,,0,1,1,1,1,1,.83333331,1,0,0,0,0,0,,,,,,,1,0,10,10,50,70,2,50,75,,,2,1,0,0,.33333334,1,0,1,.66666669,4,1,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,2,,,4,Para hacer una casa ; usarlos de pesas ; para aguantar alguna cosa; para apoyar algo .,,,,0,3,,,,,,,,,,,,,,,,,,,,,
4773,2_2_4,2022,1,0,478,2,1,1,1,2,4,5,29,2,1,2006,16,1,1,,,2,0,4,,.40000001,,Otra,0,0,,Tecnología/Informática | Religión | Otra,3,4,3,.83333331,156,65,7,,,,,,,,,,,,,0,1,1,1,1,1,.83333331,1,,,,,,,,,0,0,1,1,1,1,.66666669,1,0,0,0,1,0,,,,,,,1,0,90,90,50,100,0,100,25,,,2,1,0,1,.66666669,0,0,1,.33333334,3,1,2,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,5,"hacer una casa, construir un banco, construir un puente , construir escaleras, construir edificios.",,,,0,2,,,,,,,,,,,,,,,,,,,,,
4774,2_2_4,2022,1,0,478,2,1,1,1,2,4,5,29,2,1,2006,16,1,2,,,2,0,6,,.60000002,Lengua Castellana y Literatura | Matemáticas | Otra,Inglés,8,.8888889,,"Segunda lengua extranjera (Francés, Chino, etc) | Religión | Otra",4,4,3,.91666669,169,51,3,,,,,,,,,,,,,0,1,1,1,1,1,.83333331,1,,,,,,,,,0,0,1,1,1,1,.66666669,1,0,0,0,0,0,,,,,,,1,0,20,10,100,100,15,100,80,,,3,1,0,1,.66666669,1,0,1,.66666669,4,5,3,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,9,"nido de bichos, para que no se cierre la puerta, para construcción obvio, para matar o agredir a alguien, para decorar tu casa alternativamente, para usarlo de compañía, para meter lápices y cosas, para aguantar cosas y que no se vuelven, para elevarte,",,,,0,3,,,,,,,,,,,,,,,,,,,,,
4775,2_2_4,2022,1,0,478,2,1,1,1,2,4,5,29,2,1,2006,16,1,2,,,2,0,5,,.5,,Inglés | Lengua Castellana y Literatura | Otra,3,.33333334,,"Segunda lengua extranjera (Francés, Chino, etc) | Religión",0,2,3,.41666666,158,,6,,,,,,,,,,,,,0,1,1,1,1,1,.83333331,1,,,,,,,,,0,0,0,1,1,1,.5,1,0,0,0,0,0,,,,,,,1,0,20,10,0,100,0,100,80,,,3,1,1,1,1,1,0,1,.66666669,4,3,2,2,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,14,Construir de muros ; construir de pisos ; construir arcos ; decorar puertas ; decorar ventanas ; piscina ; decorar el porche ; decorar la terraza ; decoración ; horno de leña ; barbacoa ; chimenea ; construir una habitación ; construir una casa,,,,0,3,,,,,,,,,,,,,,,,,,,,,
4776,2_2_4,2022,1,0,478,2,1,1,1,2,4,5,29,2,1,2005,17,1,2,,,3,0,6,,.60000002,Otra,Lengua Castellana y Literatura | Matemáticas,3,.33333334,,"Segunda lengua extranjera (Francés, Chino, etc) | Alternativa/Valores éticos",2,3,3,.66666669,158,48,3,,,,,,,,,,,,,0,0,1,1,1,1,.66666669,1,,,,,,,,,0,0,1,1,1,1,.66666669,1,0,0,0,1,1,,,,,,,1,0,10,10,50,100,5,100,90,,,2,0,0,1,.33333334,1,0,0,.33333334,4,1,2,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,3,"Para arreglar cosas pequeñas , pisa papeles , usarlo para equivaler el peso con algo.",,,,0,2,,,,,,,,,,,,,,,,,,,,,
4777,2_2_4,2022,1,0,478,2,1,1,1,2,4,5,29,1,0,2006,16,1,1,,,1,0,6,,.60000002,Inglés | Lengua Castellana y Literatura | Matemáticas | Otra,Otra,9,1,,"Segunda lengua extranjera (Francés, Chino, etc) | Religión | Otra",4,4,4,1,164,45,3,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,0,0,1,1,1,1,.66666669,1,0,0,0,0,0,,,,,,,1,0,25,9,75,100,0,100,95,,,3,1,0,1,.66666669,1,0,0,.33333334,5,5,4,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,2,"Hacer una casa, llegar a un lugar más alto y defenderme",,,,0,2,,,,,,,,,,,,,,,,,,,,,
4778,2_2_4,2022,1,0,478,2,1,1,1,2,4,5,29,1,0,2006,16,1,1,,,1,0,6,,.60000002,Inglés | Matemáticas | Otra,Lengua Castellana y Literatura | Otra,8,.8888889,,"Segunda lengua extranjera (Francés, Chino, etc) | Religión | Otra",4,4,4,1,168,60,5,,,,,,,,,,,,,0,1,1,1,1,1,.83333331,1,,,,,,,,,0,0,1,1,1,1,.66666669,1,0,0,0,0,0,,,,,,,1,0,20,10,80,70,0,100,90,,,2,0,0,1,.33333334,0,0,0,0,5,3,4,5,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,2,"Arreglar algo pequeño, pisapapeles",,,,0,2,,,,,,,,,,,,,,,,,,,,,
4779,2_2_4,2022,0,,478,2,1,1,1,2,4,5,29,1,0,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,
4780,2_2_4,2022,1,0,478,2,1,1,1,2,4,5,29,1,0,2006,16,1,1,,,2,0,5,,.5,Otra,Inglés,1,.11111111,,Tecnología/Informática,2,3,3,.66666669,178,60,2,,,,,,,,,,,,,0,0,0,1,1,1,.5,1,,,,,,,,,0,0,0,1,1,1,.5,1,0,0,0,1,0,,,,,,,1,0,20,10,25,100,0,100,25,,,3,0,0,1,.33333334,1,0,1,.66666669,5,3,1,4,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,3,"Usarlo para defenderme, construir una casa, un apoyo cuando el suelo está sucio y usar los agujeros para guardar cosas alargadas.",,,,0,2,,,,,,,,,,,,,,,,,,,,,
4781,2_2_4,2022,1,0,478,2,1,1,1,2,4,5,29,1,0,2006,16,1,2,,,1,0,5,,.5,Matemáticas | Otra,Otra,2,.22222222,,"Segunda lengua extranjera (Francés, Chino, etc) | Religión | Otra",3,4,3,.83333331,170,50,2,,,,,,,,,,,,,0,1,1,1,1,1,.83333331,1,,,,,,,,,0,0,0,1,1,1,.5,1,0,0,0,1,1,,,,,,,1,0,20,10,10,40,50,100,50,,,3,1,1,1,1,1,1,1,1,2,4,5,3,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,"Construir,",,,,0,2,,,,,,,,,,,,,,,,,,,,,
4782,2_2_4,2022,1,0,478,2,1,1,1,2,4,5,29,1,0,2006,16,1,1,,,1,0,5,,.5,Otra,Inglés | Lengua Castellana y Literatura | Matemáticas,6,.66666669,,"Segunda lengua extranjera (Francés, Chino, etc) | Religión | Otra",4,4,4,1,169,72,5,,,,,,,,,,,,,0,0,1,1,1,1,.66666669,1,,,,,,,,,0,0,0,0,1,1,.33333334,1,0,0,0,1,1,,,,,,,1,0,20,10,60,100,0,100,99,,,3,1,0,1,.66666669,1,0,1,.66666669,2,2,3,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,4,Para partir algo; para construir; para hacer daño; para apoyar algo,,,,0,2,,,,,,,,,,,,,,,,,,,,,
4783,2_2_4,2022,1,0,478,2,1,1,1,2,4,5,29,1,0,2006,16,1,1,,,1,1,5,,.5,,Inglés | Otra,1,.11111111,,"Segunda lengua extranjera (Francés, Chino, etc) | Religión",4,4,4,1,175,65,4,,,,,,,,,,,,,0,0,1,1,1,1,.66666669,1,,,,,,,,,0,0,0,1,1,1,.5,1,0,0,0,1,1,,,,,,,1,0,20,10,75,100,0,100,50,,,3,0,0,1,.33333334,1,0,0,.33333334,4,4,2,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,2,"Construir un muro, para pegarle a alguien,",,,,0,3,,,,,,,,,,,,,,,,,,,,,
4784,2_2_4,2022,0,,478,2,1,1,1,2,4,5,29,1,0,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,
4785,2_2_4,2022,1,0,478,2,1,1,1,2,4,5,29,2,1,2006,16,0,0,,,,0,5,,.5,,Inglés | Matemáticas | Otra,3,.33333334,,"Segunda lengua extranjera (Francés, Chino, etc) | Religión",3,2,3,.66666669,170,,5,,,,,,,,,,,,,0,1,1,1,1,1,.83333331,1,,,,,,,,,0,0,0,0,0,1,.16666667,1,0,0,0,0,0,,,,,,,1,0,25,10,50,100,0,100,50,,,3,0,0,0,0,1,0,1,.66666669,4,3,2,4,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,7,Hacer un muro; arreglar una pared; una casita para pajaros;plantar flores; decorar ; como apollo en una mesa;como mini estante,,,,0,3,,,,,,,,,,,,,,,,,,,,,
4786,2_2_4,2022,1,0,478,2,1,1,1,2,4,5,29,1,0,2006,16,1,1,,,1,0,6,,.60000002,Inglés | Lengua Castellana y Literatura | Matemáticas | Otra,,9,1,,"Segunda lengua extranjera (Francés, Chino, etc) | Religión | Otra",4,3,4,.91666669,178,60,3,,,,,,,,,,,,,0,0,1,1,1,1,.66666669,1,,,,,,,,,0,0,1,1,1,1,.66666669,1,0,0,0,1,1,,,,,,,1,0,20,10,100,100,0,100,99,,,3,1,1,0,.66666669,1,1,1,1,5,4,5,5,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,5,Hacer un muro; hacer decoración; para hacer daño a alguien; como lapizero; para poner algo encima.,,,,0,2,,,,,,,,,,,,,,,,,,,,,
4787,2_2_4,2022,1,1,478,2,1,1,1,2,4,5,29,1,0,2006,16,1,2,,,1,0,7,,.69999999,Inglés | Lengua Castellana y Literatura | Matemáticas | Otra,Inglés | Matemáticas | Otra,9,1,,Tecnología/Informática,2,4,4,.83333331,,,,,,,,,,,,,,,,0,0,0,1,1,1,.5,1,,,,,,,,,1,0,0,1,1,1,.66666669,0,0,0,0,1,0,,,,,,,1,0,20,10,100,100,30,100,100,,,3,0,0,1,.33333334,1,1,1,1,5,4,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,2,,,,,,,,,,,,,,,,,,,,,
4788,2_2_4,2022,1,0,478,2,1,1,1,2,4,5,29,1,0,2006,16,1,2,,,3,0,5,,.5,,Otra,0,0,,"Segunda lengua extranjera (Francés, Chino, etc) | Religión",4,4,2,.83333331,180,50,3,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,0,0,0,1,1,1,.5,1,0,0,0,1,0,,,,,,,1,0,10,10,50,90,98,100,50,,,2,1,0,0,.33333334,1,0,1,.66666669,2,4,5,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,2,"Utilizarlo como arma defensiva, se puede uitilizar como soporte y se puede crear una piscina para los juguetes con el ladrillo.",,,,0,3,,,,,,,,,,,,,,,,,,,,,
4789,2_2_4,2022,1,0,478,2,1,1,1,2,4,5,29,2,1,2006,16,1,2,,,1,0,6,,.60000002,,Inglés | Matemáticas,3,.33333334,,"Segunda lengua extranjera (Francés, Chino, etc) | Religión | Otra",2,3,2,.58333331,,51,4,,,,,,,,,,,,,0,0,1,1,1,1,.66666669,1,,,,,,,,,0,0,0,1,1,1,.5,1,0,0,0,1,0,,,,,,,1,0,20,10,14,3,3,100,20,,,2,1,0,1,.66666669,1,0,1,.66666669,4,1,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,,,2,construir una casa; partir piñones;,,,,0,3,,,,,,,,,,,,,,,,,,,,,
4790,2_2_4,2022,1,0,478,2,1,1,1,2,4,5,29,2,1,2006,16,1,1,,,1,0,5,,.5,,Inglés,1,.11111111,,Alternativa/Valores éticos,2,4,2,.66666669,158,45,3,,,,,,,,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,0,0,1,1,1,1,.66666669,1,0,0,0,1,1,,,,,,,1,0,20,10,75,100,50,100,100,,,3,1,0,1,.66666669,1,0,0,.33333334,4,2,2,2,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,,,1,como un banco para sentarse o coger algo
como posa lápices 
para arreglar una pared 
para aguantar cosas y que no se las lleve el levante 
de pisapapeles
,,,,0,2,,,,,,,,,,,,,,,,,,,,,
